COMID,FromNode,ToNode,Hydrosq,AreSqKM,pred_stream_area_m2_fill,pred_logw_m,stream_length_m,cum_totco2g_day,cum_stream_area_m2,cum_stream_length_m,TOT_urban16,TOT_forest16,TOT_wetland16,TOT_agrc16,TOT_shrub16,CAT_STREAM_LENGTH,CAT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STREAM_SLOPE,CAT_BASIN_AREA,TOT_BASIN_AREA,cum_totco2g_day_Tsurface_m2,cum_totco2g_day_Tdrain_m2
24127641,50210333,50103298,50164631,3.0132,3944.368949,0.120216302,2989,14455.62377,3944.368949,2989,4.58,6.24,0,0,3.64,2.989,0.07,2.99,0.023411,3.01,3.01,3.664876171,0.004802533
24127643,50210334,50103298,50164630,6.0615,7248.534518,0.280185292,3802,28552.60105,7248.534518,3802,4.21,9.7,0.27,0,11.11,3.802,0.05,3.8,0.013158,6.06,6.06,3.939086029,0.00471165
24127645,50103288,50103295,50095788,0.2403,1208.868557,0.295504218,612,20831.41854,11263.68355,8021,0.39,57.05,0.07,0,42.27,0.612,0.01,8.02,0.022444,0.24,6.48,1.849432154,0.003214725
24127647,50210335,50103281,50164629,1.3869,2048.992854,-0.056405534,2336,12962.33652,2048.992854,2336,2.34,71.77,1.88,0,24.01,2.336,0.22,2.34,0.094017,1.39,1.39,6.326198986,0.009325422
24127649,50210336,50102540,50164628,2.3256,2125.535085,0.061678506,1846,14360.27618,2125.535085,1846,0.19,73.45,0,0,13.58,1.846,0.17,1.85,0.091892,2.33,2.33,6.756075813,0.006163209
24127651,50210337,50103296,50164627,0.8316,493.1945878,-0.174272236,736,4259.423112,493.1945878,736,5.95,79.33,0,0,14.72,0.736,0.23,0.74,0.310811,0.83,0.83,8.636394674,0.005131835
24127653,50103289,50102632,50117450,1.0575,4004.904105,0.359410032,1751,57657.67302,10925.09335,6661,0.94,60.87,1.73,0,35.78,1.751,0.02,6.66,0.015015,1.06,8.57,5.277545115,0.00672785
24127655,50210338,50103289,50164626,2.1618,3017.084174,0.044359942,2723,7995.245328,3017.084174,2723,0.04,49,1.58,0,47.96,2.723,0.04,2.72,0.014706,2.16,2.16,2.649990808,0.003701502
24127657,50210339,50102450,50164625,2.1969,1871.701418,0.048554505,1675,10525.74095,1871.701418,1675,0.98,67.92,0,0,17.21,1.675,0.11,1.68,0.065476,2.2,2.2,5.623621826,0.004784428
24127659,50210340,50102866,50164624,3.9132,3275.332742,0.180017735,2163,44148.54284,3275.332742,2163,6.39,74.1,0.23,0,19.27,2.163,0.08,2.16,0.037037,3.91,3.91,13.47910161,0.011291187
24127661,50210341,50103294,50164623,4.554,6353.704507,0.214671535,3874,26023.69282,6353.704507,3874,3.62,87.02,0,0,9.37,3.874,0.13,3.87,0.033592,4.55,4.55,4.095829888,0.005719493
24127663,50210342,50103289,50164622,5.3469,3903.105069,0.251698235,2187,27478.61101,3903.105069,2187,1.48,68.29,0.81,0,29.1,2.187,0.04,2.19,0.018265,5.35,5.35,7.040192494,0.005136189
24127665,50210343,50103294,50164621,2.9061,4733.521305,0.112492592,3656,20936.02455,4733.521305,3656,7.59,87.83,0,0,4.58,3.656,0.15,3.66,0.040984,2.91,2.91,4.422928133,0.00719451
24127667,50103290,50102459,50082530,0.8811,1521.527741,0.334046055,705,115410.2006,9018.909961,8486,4.11,6.09,0.5,0,5.61,0.705,0.1,8.49,0.091873,0.88,7.67,12.79646887,0.015046962
24127669,50103291,50103290,50095787,0.0054,150.9655595,0.25967603,83,71047.87676,6074.453152,5864,3.82,4.47,0.54,0,3.43,0.083,0,5.86,0.078498,0.01,5.54,11.69617659,0.012824526
24127671,50210344,50103291,50164620,2.6208,2452.367554,0.088494498,2000,18503.27098,2452.367554,2000,1.71,4.81,0,0,5.08,2,0.12,2,0.06,2.62,2.62,7.545064339,0.007062317
24127673,50210345,50103064,50164619,1.737,2466.703856,-0.005067792,2498,8966.934473,2466.703856,2498,1.61,65.08,0,0,32.23,2.498,0.13,2.5,0.052,1.74,1.74,3.635188898,0.005153411
24127675,50103292,50103291,50117449,0.0576,324.3143481,0.113276812,250,30413.21969,3471.120039,3781,5.71,4.17,1.02,0,1.94,0.25,0.07,3.78,0.089947,0.06,2.92,8.761788514,0.010415486
24127677,50103293,50102539,50117448,0.504,1619.295755,0.128421436,1204,35334.92407,5624.270215,5909,3.8,50.73,0,0,6.6,1.204,0.16,5.91,0.087986,0.5,3.12,6.282579379,0.011325296
24127679,50103294,50102542,50117447,1.2843,3169.934566,0.363900399,1371,98246.6686,14257.16038,8901,5.17,88.43,0,0,6.4,1.371,0.06,8.9,0.038202,1.28,8.74,6.891040432,0.011241038
24127681,50210346,50102457,50164618,1.9593,2818.564784,0.022148631,2679,10420.90267,2818.564784,2679,0.46,0.51,0.05,0,7.53,2.679,0.11,2.68,0.041045,1.96,1.96,3.697237234,0.005316787
24127683,50210347,50102537,50164617,5.6322,7787.986827,0.263359965,4246,24548.13534,7787.986827,4246,8.46,65.18,0.14,0,20.92,4.246,0.09,4.25,0.021176,5.63,5.63,3.152051472,0.004360237
24127685,50210348,50103299,50164616,1.4895,1162.07429,-0.040524712,1276,16889.41474,1162.07429,1276,7.25,50.88,0,0,38.31,1.276,0.17,1.28,0.132813,1.49,1.49,14.53385113,0.011335178
24127687,50210349,50102449,50164615,1.3995,1417.167475,-0.054766879,1608,4330.764339,1417.167475,1608,0.12,3.28,0,0,9.39,1.608,0.15,1.61,0.093168,1.4,1.4,3.055929815,0.003093403
24127689,50210350,50102448,50164614,1.5894,1424.870302,-0.025675796,1512,6493.67894,1424.870302,1512,1.03,54.13,0.06,0,14.55,1.512,0.17,1.51,0.112583,1.59,1.59,4.557382474,0.004084075
24127691,50103295,50102584,50082529,2.8998,5219.098687,0.380055836,2175,64211.67308,16482.78224,10196,0.86,51.09,0.39,0.12,47.01,2.175,0.02,10.2,0.019608,2.9,9.38,3.895681697,0.006845594
24127693,50210351,50103306,50164613,1.5246,1647.526502,-0.035967898,1787,7308.698865,1647.526502,1787,4.61,55.9,0,0,39.43,1.787,0.13,1.79,0.072626,1.52,1.52,4.436164671,0.004808355
24127695,50103296,50103101,50117446,0.954,1618.100674,0.001408416,1615,16494.77186,2111.295262,2351,6.7,85.79,0,0,7.51,1.615,0.14,2.35,0.157447,0.95,1.79,7.812631496,0.009214956
24127697,50210352,50103293,50164612,1.3086,1814.568367,-0.069955625,2133,8080.296444,1814.568367,2133,3.09,53.99,0,0,11.35,2.133,0.17,2.13,0.079812,1.31,1.31,4.453012954,0.006168165
24127699,50210353,50102631,50164611,2.1996,3089.466073,0.048554505,2763,7224.587543,3089.466073,2763,0,57.45,1.84,0,40.71,2.763,0.04,2.76,0.014493,2.2,2.2,2.338458287,0.003283903
24127701,50103297,50103290,50117445,0.5112,900.0418632,-0.080672741,1085,11736.67052,1422.929068,1917,8.02,5.7,0,0,3.1,1.085,0.11,1.92,0.114583,0.51,1.25,8.248247074,0.009389336
24127703,50210354,50103292,50164610,1.4355,1518.414273,-0.048327251,1700,10146.43065,1518.414273,1700,8.78,7.96,0,0,1.32,1.7,0.12,1.7,0.070588,1.44,1.44,6.682254527,0.007046132
24127705,50103298,50102455,50117444,3.6738,6369.630504,0.450226699,2259,98369.39255,17562.53397,9050,4.09,6.3,0.19,0,7.99,2.259,0.06,9.05,0.01989,3.67,12.75,5.601093368,0.007715246
24127707,50210355,50102538,50164609,2.9943,4279.871492,0.118692295,3254,20216.94041,4279.871492,3254,7.09,84.88,0,0,4.09,3.254,0.13,3.25,0.04,2.99,2.99,4.723726039,0.006761519
24127709,50210356,50103297,50164608,0.7362,522.8872051,-0.200507464,832,3219.971552,522.8872051,832,11.74,7.21,0,0,5.26,0.832,0.11,0.83,0.13253,0.74,0.74,6.158061473,0.004351313
24127711,50210357,50103305,50164607,1.0863,989.5707218,-0.111981519,1283,2826.378422,989.5707218,1283,3.07,38.94,0,0,20.8,1.283,0.15,1.28,0.117188,1.09,1.09,2.856166173,0.002593008
24127713,50103299,50102864,50117443,4.1256,2096.793058,0.262953558,1145,76267.76473,3258.867348,2421,10.34,62,0,0,26.72,1.145,0.07,2.42,0.099174,4.13,5.62,23.40315103,0.013570777
24127717,50210358,50103305,50164606,2.4228,1965.95497,0.070342211,1671,6849.868941,1965.95497,1671,1.29,22.92,0,0,31.91,1.671,0.2,1.67,0.11976,2.42,2.42,3.484245084,0.002830524
24127719,50210359,50103293,50164605,1.3113,2190.406093,-0.069955625,2572,7511.241271,2190.406093,2572,1.31,41.11,0,0,2.06,2.572,0.19,2.57,0.07393,1.31,1.31,3.429154664,0.005733772
24127721,50103300,50102535,50117442,13.023,26850.94756,0.498533263,8519,94363.6032,30121.03877,12246,8.63,65.53,0.51,0,20.37,8.519,0.06,12.25,0.027755,13.02,15.75,3.132813709,0.00599134
24127723,50103301,50102798,50117441,2.5506,4569.801788,0.249982628,2569,223.1348557,4961.900128,2880,5.06,55.36,19.02,0.12,18.55,2.569,0,2.88,0.003472,2.55,5.31,0.044969639,4.20E-05
24127725,50210360,50102582,50164604,1.4841,1907.942849,-0.042064061,2099,2108.932138,1907.942849,2099,0,69.74,0.85,0,29.05,2.099,0.05,2.1,0.02381,1.48,1.48,1.105343454,0.001424954
24127727,50210361,50102453,50164603,2.2365,1743.874775,0.052673491,1546,7713.378879,1743.874775,1546,9.25,0.76,0,0,6.6,1.546,0.18,1.55,0.116129,2.24,2.24,4.423126586,0.003443473
24127729,50210362,50103303,50164602,0.2214,129.2160162,-0.477740896,387,450.1576039,129.2160162,387,9.75,11.39,46.34,0,32.52,0.387,0,0.39,0,0.22,0.22,3.483760118,0.002046171
24127733,50210363,50102860,50164601,5.9634,7829.213079,0.276381477,4142,38398.08235,7829.213079,4142,1.42,77.5,3.98,0,12.71,4.142,0.02,4.14,0.004831,5.96,5.96,4.904462551,0.006442631
24127735,50103302,50102799,50082528,0.9234,3249.146749,0.371362571,1382,365133.3384,13148.40334,8945,1.34,82.02,0.87,2.54,10.68,1.382,0.02,8.95,0.069274,0.92,9.03,27.77016562,0.040435586
24127737,50103303,50103309,50117440,0.3582,395.647326,-0.25619285,714,450.2997558,524.8633422,1101,7.3,18.8,33.54,0.16,40.22,0.714,0.01,1.1,0.009091,0.36,0.58,0.857937142,0.000776379
24127741,50210365,50103304,50164599,3.0033,3469.884744,0.119455569,2634,19798.98247,3469.884744,2634,3.9,61.16,0,0,2.43,2.634,0.14,2.63,0.053232,3,3,5.705948159,0.006599661
24127743,50210366,50102456,50164598,2.3814,2343.435687,0.066532151,2010,16458.24893,2343.435687,2010,1.51,4.61,0.26,0,1.63,2.01,0.14,2.01,0.069652,2.38,2.38,7.023128059,0.006915231
24127747,50103304,50102536,50095786,5.3703,6457.212463,0.458847725,2245,124863.9874,15191.29242,8495,4.85,63.95,0.09,0,5.61,2.245,0.09,8.5,0.069412,5.37,13.24,8.219444661,0.009430815
24127749,50210367,50103314,50164597,2.2455,1303.326478,0.053691744,1153,14228.46906,1303.326478,1153,2.85,80.72,0,0,15.23,1.153,0.26,1.15,0.226087,2.25,2.25,10.91704136,0.006323764
24127751,50210368,50102458,50164596,1.8099,3084.740005,0.003948388,3057,10312.74094,3084.740005,3057,3.83,12.03,0,0,4.13,3.057,0.14,3.06,0.045752,1.81,1.81,3.343147533,0.005697647
24127753,50210369,50102541,50164595,5.0967,6933.061645,0.240758185,3984,29244.1389,6933.061645,3984,6.18,90.27,0,0,2.53,3.984,0.12,3.98,0.030151,5.1,5.1,4.218069938,0.005734145
24127755,50103305,50102447,50117439,0.5715,1668.759398,0.189746951,1078,19115.54892,4624.28509,4032,2.71,26.09,0,0,26.93,1.078,0.1,4.03,0.111663,0.57,4.08,4.133730631,0.004685184
24127757,50103306,50103310,50117438,4.7583,4851.296296,0.288337355,2497,57382.84569,6498.822798,4284,11.34,49.5,0.74,0.01,38.2,2.497,0.03,4.28,0.037383,4.76,6.28,8.82972924,0.009137396
24127759,50103307,50102630,50117437,4.7097,8891.410483,0.344531683,4023,51239.96109,12887.38733,8160,1.7,56.73,0.12,0,41.14,4.023,0.02,8.16,0.020833,4.71,8.03,3.975977426,0.006381066
24127761,50210370,50103307,50164594,1.4967,1758.498053,-0.03899566,1926,7515.500109,1758.498053,1926,0,45.46,0,0,54.36,1.926,0.08,1.93,0.041451,1.5,1.5,4.273817702,0.005010333
24127763,50103308,50103302,50095785,0.7209,2341.153267,0.346515868,1054,174538.2941,9898.839648,7491,0.03,86.02,0.97,0,10.21,1.054,0.04,7.49,0.080107,0.72,8.1,17.63219734,0.021547938
24127765,50103309,50102795,50095784,1.1457,683.8554756,-0.006385344,695,3837.388365,1208.718818,1796,9.08,34.22,13.25,0.05,43.24,0.695,0,1.8,0.005556,1.15,1.73,3.174756865,0.002218144
24127767,50210371,50102534,50164593,2.6037,2329.066945,0.086742773,1906,11321.7068,2329.066945,1906,10.74,60.8,0,0,25.13,1.906,0.11,1.91,0.057592,2.6,2.6,4.861048251,0.004354503
24127769,50103310,50102674,50095783,0.3339,1309.726025,0.300390603,656,57396.84017,7808.548823,4940,11.05,48.32,2.15,0.01,38.21,0.656,0,4.94,0.032389,0.33,6.62,7.350513068,0.008670218
24127771,50210372,50103312,50164592,9.2016,10734.99927,0.375626315,4520,91419.1726,10734.99927,4520,1.22,67.54,0.07,2.3,28.78,4.52,0.11,4.52,0.024336,9.2,9.2,8.515992437,0.009936867
24127773,50210373,50102454,50164591,2.6118,3123.559841,0.087620313,2552,17308.5987,3123.559841,2552,2.17,16.61,0.24,0,4.27,2.552,0.17,2.55,0.066667,2.61,2.61,5.541305297,0.006631647
24127775,50210374,50102615,50164590,5.4684,5390.665819,0.256769132,2985,14329.94633,5390.665819,2985,0.39,52.4,0,0,46.18,2.985,0.04,2.99,0.013378,5.47,5.47,2.658288756,0.002619734
24127777,50103311,50103308,50117436,1.4247,2019.163769,0.18636019,1314,71879.92948,4640.63997,4349,0.06,88.44,0.22,0,9.3,1.314,0.04,4.35,0.087356,1.42,4.02,15.48922777,0.017880579
24127779,50210375,50103307,50164589,1.8198,2237.478791,0.005207868,2211,11808.88784,2237.478791,2211,4.89,70.13,0,0,24.38,2.211,0.07,2.21,0.031674,1.82,1.82,5.277765264,0.0064884
24127781,50103312,50102572,50117435,0.027,432.917147,0.376370554,182,91424.3875,11167.91642,4702,1.22,67.47,0.08,2.45,28.69,0.182,0,4.7,0.023404,0.03,9.23,8.186342383,0.009905134
24127783,50210376,50102446,50164588,1.2474,1931.979262,-0.080672741,2329,4617.498325,1931.979262,2329,0.93,21.72,0,0,6.06,2.329,0.16,2.33,0.06867,1.25,1.25,2.390035139,0.003693999
24127785,50103313,50103304,50117434,3.4362,4296.439643,0.230208924,2530,32480.19641,5264.195212,3616,2.51,57.85,0,0,1.98,2.53,0.16,3.62,0.099448,3.44,4.87,6.170021267,0.006669445
24127787,50210377,50103313,50164587,1.4292,967.7555686,-0.049920232,1086,6585.583175,967.7555686,1086,0.13,36.09,0,0,2.58,1.086,0.2,1.09,0.183486,1.43,1.43,6.805006748,0.004605303
24127789,50210378,50102579,50164586,5.9877,6762.478318,0.277529282,3570,13647.00109,6762.478318,3570,0.5,70.04,0,0,29.17,3.57,0.04,3.57,0.011204,5.99,5.99,2.018047296,0.002278297
24127793,50210379,50103311,50164585,1.107,853.0010248,-0.107825277,1095,17574.4768,853.0010248,1095,0.16,93.17,0,0,5.28,1.095,0.16,1.1,0.145455,1.11,1.11,20.60311335,0.015832862
24127795,50103314,50103315,50117433,1.6668,3132.613493,0.180017735,2069,30359.75848,4435.93997,3222,2.44,63.82,0.07,0,29.22,2.069,0.09,3.22,0.108696,1.67,3.91,6.844041778,0.007764644
24127797,50210380,50103315,50164584,2.6883,3110.496926,0.094521944,2503,10573.35124,3110.496926,2503,0,71.51,0.13,0,22.8,2.503,0.11,2.5,0.044,2.69,2.69,3.399248252,0.003930614
24127799,50210381,50103317,50164583,1.1799,1052.103122,-0.09384612,1306,2806.935433,1052.103122,1306,0,33.18,0,0,65.14,1.306,0.14,1.31,0.10687,1.18,1.18,2.667928051,0.002378759
24127801,50210382,50102671,50164582,6.6879,11307.91764,0.302795179,5632,80071.81644,11307.91764,5632,15.83,53.36,0.23,0.61,28.48,5.632,0.08,5.63,0.01421,6.69,6.69,7.081039941,0.011968881
24127803,50210383,50102568,50164581,5.4387,7971.913844,0.255511914,4427,11605.84814,7971.913844,4427,6.56,27.81,0,0,64.77,4.427,0.05,4.43,0.011287,5.44,5.44,1.455842144,0.002133428
24127805,50210384,50102452,50164580,6.9183,11791.34944,0.310522442,5769,29524.85221,11791.34944,5769,2.93,11.71,0,0,11.47,5.769,0.11,5.77,0.019064,6.92,6.92,2.503941755,0.004266597
24127807,50103315,50103316,50095782,0.8136,1996.823628,0.326162351,942,87294.55082,9543.260524,6667,2.53,64.58,0.23,0.68,27.53,0.942,0.06,6.67,0.077961,0.81,7.41,9.147245912,0.011780641
24127809,50210385,50102445,50164579,2.736,3262.346058,0.098731996,2601,7125.3783,3262.346058,2601,0.57,23.03,0,0,63.85,2.601,0.16,2.6,0.061538,2.74,2.74,2.184127059,0.002600503
24127813,50103316,50102564,50082527,0.0666,600.5957762,0.328311773,282,95154.49419,10143.8563,6949,2.62,64,0.23,1.46,27.29,0.282,0.03,6.95,0.079137,0.07,7.48,9.380504945,0.012721189
24127815,50210386,50103308,50164578,3.3579,2917.046412,0.145362573,2088,43964.79275,2917.046412,2088,0,82.31,2.06,0,12.41,2.088,0.18,2.09,0.086124,3.36,3.36,15.07168092,0.01308476
24127817,50103317,50102444,50117432,0.5265,994.9066836,-0.009043449,1017,5726.21842,2047.009806,2323,2.63,35.07,0,0,61.13,1.017,0.1,2.32,0.103448,0.53,1.71,2.797357591,0.003348666
24127819,50210387,50102865,50164577,2.4966,2951.058312,0.077776964,2469,32972.95647,2951.058312,2469,7.71,83.92,0,0,7.93,2.469,0.13,2.47,0.052632,2.5,2.5,11.17326497,0.013189183
24127821,50210388,50103311,50164576,1.4922,1768.475176,-0.040524712,1940,24295.59016,1768.475176,1940,0,85.34,0,0,10.37,1.94,0.18,1.94,0.092784,1.49,1.49,13.7381573,0.016305765
24127823,50210389,50102862,50164575,3.9285,3972.470011,0.181184074,2618,47256.64949,3972.470011,2618,1.88,67.61,0,0,27.67,2.618,0.19,2.62,0.072519,3.93,3.93,11.89603681,0.012024593
24127825,50210390,50102670,50164574,3.5559,3488.701018,0.158580195,2423,7049.975314,3488.701018,2423,20.16,26.48,0.3,0.81,52.01,2.423,0.04,2.42,0.016529,3.56,3.56,2.020802378,0.00198033
24127827,50210391,50103089,50164573,1.521,2000.908085,-0.035967898,2173,11388.53051,2000.908085,2173,2.43,22.54,0,0,1.48,2.173,0.11,2.17,0.050691,1.52,1.52,5.691680988,0.007492454
24127829,50210392,50103321,50164572,1.8243,2336.65229,0.005207868,2306,4493.510672,2336.65229,2306,7.35,52.69,0,0,39.57,2.306,0.07,2.31,0.030303,1.82,1.82,1.923054916,0.002468962
24127831,50210393,50103321,50164571,9.8001,7478.237455,0.390069352,3046,110641.4055,7478.237455,3046,24.37,50.07,0.25,1.44,23.6,3.046,0.03,3.05,0.009836,9.8,9.8,14.79511799,0.011289939
24127833,50210394,50103320,50164570,4.0797,3536.801954,0.189746951,2285,12451.0985,3536.801954,2285,6.53,60.95,0,0,31.79,2.285,0.15,2.29,0.065502,4.08,4.08,3.520439839,0.00305174
24127835,50210395,50103088,50164569,0.9468,1206.771968,-0.143405368,1682,4923.869651,1206.771968,1682,6.18,1.05,0,0,2.66,1.682,0.14,1.68,0.083333,0.95,0.95,4.080198894,0.005183021
24127837,50210396,50103325,50164568,1.5399,1744.255962,-0.032979714,1882,3866.391246,1744.255962,1882,0,64.11,0.64,0,25.89,1.882,0.18,1.88,0.095745,1.54,1.54,2.216642128,0.002510644
24127839,50210397,50103320,50164567,1.9017,1942.972724,0.015041449,1876,7241.214731,1942.972724,1876,3.92,72.6,0,0,23.24,1.876,0.22,1.88,0.117021,1.9,1.9,3.726874105,0.003811166
24127841,50210398,50103319,50164566,1.4418,1068.028641,-0.048327251,1193,3595.644263,1068.028641,1193,18.04,22.91,0,0,56.37,1.193,0.1,1.19,0.084034,1.44,1.44,3.366617828,0.002496975
24127843,50210399,50103319,50164565,0.8676,1123.757379,-0.163513503,1640,2112.787207,1123.757379,1640,7.58,6.43,0,0,83.82,1.64,0.1,1.64,0.060976,0.87,0.87,1.880109752,0.002428491
24127845,50210400,50103104,50164564,1.8918,2375.573627,0.013835136,2300,3882.124948,2375.573627,2300,5.47,34.16,0.57,0,58.14,2.3,0.08,2.3,0.034783,1.89,1.89,1.634184226,0.002054034
24127847,50210401,50103318,50164563,1.971,1842.725405,0.023311973,1746,5268.274073,1842.725405,1746,8.91,67.86,0,0,22.74,1.746,0.09,1.75,0.051429,1.97,1.97,2.858957747,0.002674251
24127849,50210402,50103318,50164562,1.7244,1733.269697,-0.007710533,1762,4592.951324,1733.269697,1762,6.73,54.18,0,0,38.41,1.762,0.12,1.76,0.068182,1.72,1.72,2.649876897,0.002670321
24127851,50210403,50102442,50164561,6.9966,8522.368589,0.313150109,4145,20126.47188,8522.368589,4145,5.66,4.91,0.15,0,18.46,4.145,0.08,4.15,0.019277,7,7,2.361605423,0.00287521
24127853,50103318,50140774,50117431,0.1683,398.5974929,0.177075584,265,14999.71504,3974.592595,3773,8.62,60.07,0,0,30.75,0.265,0.07,3.77,0.074271,0.17,3.86,3.773900012,0.003885937
24127855,50103319,50103328,50117430,0.2736,922.3665282,0.084977521,758,13025.24057,3114.152548,3591,14.88,18.39,0,0,64.43,0.758,0.11,3.59,0.086351,0.27,2.58,4.182595544,0.005048543
24127857,50103320,50103322,50117429,0.9468,3162.273012,0.310852557,1546,39681.03342,8642.047689,5707,5.65,61.7,0,0,32.14,1.546,0.11,5.71,0.084063,0.95,6.93,4.591623981,0.005725979
24127859,50210404,50103322,50164560,6.885,10232.39147,0.309529228,5019,17527.66973,10232.39147,5019,2.73,47.42,0,0,46.27,5.019,0.15,5.02,0.02988,6.89,6.89,1.71295926,0.002543929
24127861,50210405,50103327,50164559,2.7936,3714.256412,0.102865916,2929,18289.24866,3714.256412,2929,4.99,49.48,0.06,0,45.26,2.929,0.07,2.93,0.023891,2.79,2.79,4.924067332,0.006555286
24127863,50103321,50103327,50117428,0.7983,3777.283146,0.44423192,1358,185589.9362,13592.17289,6710,22.2,48.42,0.52,1.15,27.3,1.358,0.02,6.71,0.017884,0.8,12.42,13.65417713,0.014942829
24127865,50210406,50103323,50164558,1.3554,2281.740922,-0.061393176,2633,3663.914188,2281.740922,2633,1.79,38.98,0,0,50.46,2.633,0.18,2.63,0.068441,1.36,1.36,1.605753814,0.002694055
24127867,50210407,50103332,50164557,1.6974,1941.357615,-0.010384183,1990,2860.750464,1941.357615,1990,0,54.98,0,0,45.02,1.99,0.06,1.99,0.030151,1.7,1.7,1.473582426,0.001682794
24127869,50210408,50103332,50164556,2.763,1973.099363,0.100394545,1565,203.5613108,1973.099363,1565,4.53,14.98,0,0,80.49,1.565,0.02,1.57,0.012739,2.76,2.76,0.103168302,7.38E-05
24127871,50103322,50103331,50095781,0.1098,948.0907529,0.470297257,321,81629.72186,19822.52992,11047,4.24,54.75,0,0,39,0.321,0.08,11.05,0.064253,0.11,13.92,4.118027426,0.005864204
24127873,50103323,50103331,50117427,1.6812,984.484542,0.12248343,743,12208.75009,3266.225464,3376,2.73,49.73,0,0,42,0.743,0.13,3.38,0.091716,1.68,3.04,3.737877321,0.004016036
24127875,50210409,50103098,50164555,3.8052,1842.75603,0.174095075,1235,27173.3309,1842.75603,1235,6.58,73.3,0,0,19.21,1.235,0.07,1.24,0.056452,3.81,3.81,14.7460274,0.007132108
24127879,50103324,50102792,50117426,3.0924,5166.764422,0.174095075,3461,2952.930538,5889.1194,4627,19.84,42.7,8.34,18.62,10.26,3.461,0.01,4.63,0.008639,3.09,3.81,0.501421407,0.000775047
24127881,50210410,50102868,50164554,1.6794,1970.267457,-0.013089472,2031,27188.90709,1970.267457,2031,0,85.96,0,0,10.61,2.031,0.25,2.03,0.123153,1.68,1.68,13.79960217,0.016183873
24127885,50103325,50102531,50117425,1.5624,2949.399141,0.126951332,2201,14923.23941,4693.655102,4083,0,58.05,1.31,0,29.79,2.201,0.07,4.08,0.061275,1.56,3.1,3.179449509,0.004813948
24127887,50103326,50103330,50095780,0.8541,580.1690832,0.247819855,328,5973.713131,5463.449118,4368,37.48,18.47,4.26,0.7,37.44,0.328,0,4.37,0.006865,0.85,5.26,1.093395949,0.001135687
24127889,50103327,50140852,50095779,2.8314,5860.844597,0.529693537,1731,332744.2128,23167.2739,11370,21.87,47.17,0.51,0.86,29.21,1.731,0.02,11.37,0.01847,2.83,18.05,14.36268308,0.018434582
24127891,50103328,50140773,50095778,1.395,1991.73287,0.18407415,1304,41821.43813,5105.885418,4895,14.87,23.93,0.25,1.36,57.4,1.304,0.06,4.9,0.07551,1.4,3.98,8.190829741,0.010507899
24127893,50103329,50103326,50117424,0.2997,873.26827,0.207008158,542,4617.595785,4883.280035,4040,39.66,15.21,3.96,0.61,38.96,0.542,0,4.04,0.007426,0.3,4.4,0.945593075,0.001049454
24127895,50210411,50103329,50164553,2.8899,3136.94199,0.110916035,2430,978.8219942,3136.94199,2430,50.76,14.17,0.09,0.16,32.48,2.43,0.03,2.43,0.012346,2.89,2.89,0.312030633,0.000338693
24127897,50210412,50103324,50164552,0.7164,722.3549784,-0.206770225,1166,121.3521814,722.3549784,1166,7.91,81.54,0,0,10.55,1.166,0.03,1.17,0.025641,0.72,0.72,0.167995217,0.000168545
24127899,50103330,50102662,50082526,3.0645,1214.133804,0.352642069,539,10526.54556,6677.582922,4907,47.54,20.62,3.44,0.55,26.44,0.539,0,4.91,0.00611,3.06,8.32,1.576400575,0.00126521
24127901,50210413,50103339,50164551,2.2311,1908.387548,0.051650681,1694,6501.651893,1908.387548,1694,1.98,40.22,0,0,51.92,1.694,0.1,1.69,0.059172,2.23,2.23,3.406882371,0.002915539
24127903,50103331,50102441,50082525,1.9089,5303.005049,0.539849994,1530,135042.3462,28391.76043,15953,3.98,53.11,0,0,40.53,1.53,0.08,15.95,0.068966,1.91,18.87,4.756392142,0.007156457
24127905,50210414,50103087,50164550,3.033,3042.978811,0.121730216,2298,18291.74307,3042.978811,2298,3.47,47.57,0,0,3.65,2.298,0.12,2.3,0.052174,3.03,3.03,6.011130608,0.006036879
24127907,50210415,50103085,50164549,2.3805,3601.878405,0.066532151,3090,11021.4885,3601.878405,3090,8.05,55.12,0,0,13.42,3.09,0.17,3.09,0.055016,2.38,2.38,3.059927978,0.004630878
24127909,50103332,50140855,50117423,1.1322,2947.586557,0.261729985,1613,23722.04761,6862.043535,5168,3.35,30.37,0,0.19,65.93,1.613,0.06,5.17,0.027079,1.13,5.59,3.456994624,0.004243658
24127913,50210416,50103097,50164548,6.489,4116.302198,0.295856731,2083,93441.45884,4116.302198,2083,6.51,83.33,0,0,7.75,2.083,0.09,2.08,0.043269,6.49,6.49,22.70033986,0.014397759
24127915,50210417,50102870,50164547,2.0142,2225.762925,0.027907028,2085,40695.67419,2225.762925,2085,0,88.34,0,0,5.81,2.085,0.21,2.09,0.100478,2.01,2.01,18.28392132,0.020246604
24127917,50210418,50103329,50164546,1.2132,873.0697747,-0.088107191,1068,1680.960164,873.0697747,1068,15.72,17.14,8.01,1.85,57.2,1.068,0,1.07,0,1.21,1.21,1.925344586,0.001389223
24127921,50103333,50102791,50117422,0.3609,1519.277399,0.503983359,476,330425.7822,11529.99208,3650,4.48,58.95,4.19,0.19,31.94,0.476,0.07,3.65,0.027397,0.36,16.13,28.65793662,0.020485169
