Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O
2191,501.169328,501.1693934369542,501.1694445861491,7190795,-9999,332327.1,63.2,-1,-0.10205968365842698,0.9963984868800853,0.9723202762812164,0.9867672026405376,3,2,0.5294117647058824,N4 S2 O9,de-protonated,0,-9999,C17 H34 O9 N4 S2,17,34,9,4,-9999,2,-9999,N/A,-9999
2192,501.184601,501.1846664376191,501.1849720535991,4637972,-9999,355724.4,40.18,-1,-0.6097867993334253,0.4673779427786514,0.748902346707035,0.5799877043500048,21,0.8709677419354839,0.03225806451612903,N4 P1 O1,de-protonated,0,-9999,C31 H27 O1 N4 P1,31,27,1,4,1,-9999,-9999,N/A,-9999
2192,501.184601,501.1846664376191,501.1847007274391,4637972,-9999,355724.4,40.18,-1,-0.06841753141635488,0.4995755034046277,0.8149093904448101,0.6257090582207006,7,1.619047619047619,0.2857142857142857,N4 S2 O6,de-protonated,0,-9999,C21 H34 O6 N4 S2,21,34,6,4,-9999,2,-9999,N/A,-9999
2193,501.197818,501.19788343819454,501.1977500783391,2749723.3,-9999,381688.2,23.16,-1,0.26608231069068805,0.9872356344606672,0,0.5923413806764004,7,1.4782608695652173,0.5217391304347826,O12,de-protonated,0,-9999,C23 H34 O12,23,34,12,-9999,-9999,-9999,-9999,N/A,-9999
2193,501.197818,501.19788343819454,501.1982393356891,2749723.3,-9999,381688.2,23.16,-1,-0.7100932657492757,0.9125683292731992,0,0.5475409975639196,11,1.3461538461538465,0.15384615384615383,N2 S1 P1 O4,de-protonated,0,-9999,C26 H35 O4 N2 P1 S1,26,35,4,2,1,1,-9999,N/A,-9999
2193,501.197818,501.19788343819454,501.1975878870091,2749723.3,-9999,381688.2,23.16,-1,0.5896899597845817,0.9388534121030144,0,0.5633120472618086,2,2.1666666666666665,0.3333333333333333,N4 S2 P1 O6,de-protonated,0,-9999,C18 H39 O6 N4 P1 S2,18,39,6,4,1,2,-9999,N/A,-9999
2194,501.205757,501.2058224385402,501.2056333910091,4840736,-9999,337069.8,42.01,-1,0.37718556724508723,0.48725791571641214,0.7675537279851021,0.5993762406238882,10,1.3928571428571428,0.07142857142857142,S2 P1 O2,de-protonated,0,-9999,C28 H39 O2 P1 S2,28,39,2,-9999,1,2,-9999,N/A,-9999
2194,501.205757,501.2058224385402,501.206101421659,4840736,-9999,337069.8,42.01,-1,-0.5566235487860687,0.4726664182013785,0.7675537279851021,0.5906213421148679,16,1.1071428571428572,0.10714285714285714,N4 P1 O3,de-protonated,0,-9999,C28 H31 O3 N4 P1,28,31,3,4,1,-9999,-9999,N/A,-9999
2194,501.205757,501.2058224385402,501.20583009549904,4840736,-9999,337069.8,42.01,-1,-0.01527707451665389,0.4999788263840848,0.8370420509349343,0.6348041162044247,2,2.111111111111111,0.4444444444444444,N4 S2 O8,de-protonated,0,-9999,C18 H38 O8 N4 S2,18,38,8,4,-9999,2,-9999,N/A,-9999
2195,501.221013,501.22107843920446,501.22108623678906,4229416.5,-9999,331641.3,36.5,-1,-0.01555717589550407,0.49997804285748915,0.8077896627745538,0.623102690824315,6,1.7272727272727273,0.2272727272727273,N4 S2 O5,de-protonated,0,-9999,C22 H38 O5 N4 S2,22,38,5,4,-9999,2,-9999,N/A,-9999
2196,501.234152,501.2342174397765,501.2341355876891,1756975.9,-9999,352849.4,14.21,-1,0.16330110331821607,0.995172950288824,0,0.5971037701732943,6,1.5833333333333333,0.4583333333333333,O11,de-protonated,0,-9999,C24 H38 O11,24,38,11,-9999,-9999,-9999,-9999,N/A,-9999
2196,501.234152,501.2342174397765,501.2346248450391,1756975.9,-9999,352849.4,14.21,-1,-0.8128035105955802,0.8870322024869142,0,0.5322193214921485,10,1.4444444444444444,0.1111111111111111,N2 S1 P1 O3,de-protonated,0,-9999,C27 H39 O3 N2 P1 S1,27,39,3,2,1,1,-9999,N/A,-9999
2196,501.234152,501.2342174397765,501.23397339635915,1756975.9,-9999,352849.4,14.21,-1,0.4868852277572941,0.9578982456411756,0,0.5747389473847053,1,2.263157894736842,0.2631578947368421,N4 S2 P1 O5,de-protonated,0,-9999,C19 H43 O5 N4 P1 S2,19,43,5,4,1,2,-9999,N/A,-9999
2197,501.242177,501.2422424401259,501.24201890035914,2338100.5,-9999,333293,19.45,-1,0.44597172288328896,0.9645549552254978,0,0.5787329731352987,9,1.4827586206896552,0.03448275862068965,S2 P1 O1,de-protonated,0,-9999,C29 H43 O1 P1 S2,29,43,1,-9999,1,2,-9999,N/A,-9999
2197,501.242177,501.2422424401259,501.2424869310091,2338100.5,-9999,333293,19.45,-1,-0.4877696715816023,0.9577484288931972,0,0.5746490573359182,15,1.206896551724138,0.06896551724137931,N4 P1 O2,de-protonated,0,-9999,C29 H35 O2 N4 P1,29,35,2,4,1,-9999,-9999,N/A,-9999
2197,501.242177,501.2422424401259,501.2422156048491,2338100.5,-9999,333293,19.45,-1,0.05353754314108278,0.99948005455992,0,0.5996880327359521,1,2.210526315789474,0.3684210526315789,N4 S2 O7,de-protonated,0,-9999,C19 H42 O7 N4 S2,19,42,7,4,-9999,2,-9999,N/A,-9999
2198,501.257462,501.2575274407913,501.2574717461391,3069245.3,-9999,386220.1,26.04,-1,0.11110986933655648,0.9977624498877792,0,0.5986574699326676,5,1.826086956521739,0.17391304347826086,N4 S2 O4,de-protonated,0,-9999,C23 H42 O4 N4 S2,23,42,4,4,-9999,2,-9999,N/A,-9999
2199,502.107128,502.1071934777838,502.1069819764491,2020128.1,-9999,362477.8,16.58,-1,0.4212276313812405,0.9683178061129812,0,0.5809906836677886,17,0.9285714285714286,0.07142857142857142,N1 S2 P1 O2,de-protonated,0,-9999,C28 H26 O2 N1 P1 S2,28,26,2,1,1,2,-9999,N/A,-9999
2200,502.136384,502.1364494790576,502.1362172073791,1604144.8,-9999,333866.6,12.83,-1,0.46256706953064103,0.961919736465398,0.9557264135272694,0.9594424072901464,12,1.24,0.16,13C1 S2 P1 O4,de-protonated,1,2187,C25 H31 O4 P1 S2 13C1,25,31,4,-9999,1,2,1,N/A,-9999
2200,502.136384,502.1364494790576,502.1366248791591,1604144.8,-9999,333866.6,12.83,-1,-0.3493075247274071,0.9781036852078618,0,0.586862211124717,26,0.6285714285714286,0.02857142857142857,N1 P1 O1,de-protonated,0,-9999,C35 H22 O1 N1 P1,35,22,1,1,1,-9999,-9999,N/A,-9999
2200,502.136384,502.1364494790576,502.13635355299914,1604144.8,-9999,333866.6,12.83,-1,0.19103587657992985,0.9933999600875124,0,0.5960399760525075,12,1.16,0.24,N1 S2 O6,de-protonated,0,-9999,C25 H29 O6 N1 S2,25,29,6,1,-9999,2,-9999,N/A,-9999
2200,502.136384,502.1364494790576,502.13597343047905,1604144.8,-9999,333866.6,12.83,-1,0.9480471500497368,0.8495190769322977,0,0.5097114461593786,17,0.9629629629629628,0.1111111111111111,N3 S1 P1 O3,de-protonated,0,-9999,C27 H26 O3 N3 P1 S1,27,26,3,3,1,1,-9999,N/A,-9999
2200,502.136384,502.1364494790576,502.1366852380291,1604144.8,-9999,333866.6,12.83,-1,-0.4695115461898565,0.960790643451248,0.9557264135272694,0.9587649514816566,18,0.92,0.2,13C1 N4 P1 O5,de-protonated,1,2187,C25 H23 O5 N4 P1 13C1,25,23,5,4,1,-9999,1,N/A,-9999
2200,502.136384,502.1364494790576,502.13641391186906,1604144.8,-9999,333866.6,12.83,-1,0.07083172532771137,0.9990900619962204,0.9723090265460844,0.988377647816166,4,2,0.6666666666666666,13C1 N4 S2 O10,de-protonated,1,2187,C15 H30 O10 N4 S2 13C1,15,30,10,4,-9999,2,1,N/A,-9999
2201,502.143396,502.1434614793629,502.14336748579905,1646644.8,-9999,262527.9,13.21,-1,0.18718471640424636,0.9936625464167076,0,0.5961975278500246,16,1.0344827586206895,0.03448275862068965,N1 S2 P1 O1,de-protonated,0,-9999,C29 H30 O1 N1 P1 S2,29,30,1,1,1,2,-9999,N/A,-9999
2203,502.17282,502.1728854806439,502.1726027167291,1610565.5,-9999,384130.9,12.89,-1,0.5630811263383846,0.9440933926229186,0.9569695490836873,0.949243855207226,11,1.3461538461538465,0.1153846153846154,13C1 S2 P1 O3,de-protonated,1,2191,C26 H35 O3 P1 S2 13C1,26,35,3,-9999,1,2,1,N/A,-9999
2203,502.17282,502.1728854806439,502.1727390623491,1610565.5,-9999,384130.9,12.89,-1,0.2915695804314652,0.9846928985439616,0,0.590815739126377,11,1.2692307692307692,0.19230769230769232,N1 S2 O5,de-protonated,0,-9999,C26 H33 O5 N1 S2,26,33,5,1,-9999,2,-9999,N/A,-9999
2203,502.17282,502.1728854806439,502.1730707473791,1610565.5,-9999,384130.9,12.89,-1,-0.36893004815448815,0.9756056042199988,0.9569695490836873,0.9681511821654742,17,1.0384615384615383,0.15384615384615383,13C1 N4 P1 O4,de-protonated,1,2191,C26 H27 O4 N4 P1 13C1,26,27,4,4,1,-9999,1,N/A,-9999
2203,502.17282,502.1728854806439,502.1727994212192,1610565.5,-9999,384130.9,12.89,-1,0.17137412628638451,0.9946851908321712,0.9723202762812164,0.9857392250117892,3,2.125,0.5625,13C1 N4 S2 O9,de-protonated,1,2191,C16 H34 O9 N4 S2 13C1,16,34,9,4,-9999,2,1,N/A,-9999
2204,503.054748,503.05481351904103,503.0546120500091,3483965,-9999,359060.8,29.77,-1,0.40049137232758786,0.48565812881126696,0.7739790330151771,0.600986490492831,18,0.7777777777777778,0.14814814814814814,S2 P1 O4,de-protonated,0,-9999,C27 H21 O4 P1 S2,27,21,4,-9999,1,2,-9999,N/A,-9999
2204,503.054748,503.05481351904103,503.0550800806591,3483965,-9999,359060.8,29.77,-1,-0.5298855505150739,0.47516455364660537,0.7739790330151772,0.5946903453940342,24,0.48148148148148145,0.18518518518518515,N4 P1 O5,de-protonated,0,-9999,C27 H13 O5 N4 P1,27,13,5,4,1,-9999,-9999,N/A,-9999
2204,503.054748,503.05481351904103,503.0548087544991,3483965,-9999,359060.8,29.77,-1,0.00947121833307223,0.9999837234637328,0,0.5999902340782396,10,1.1764705882352942,0.5882352941176471,N4 S2 O10,de-protonated,0,-9999,C17 H20 O10 N4 S2,17,20,10,4,-9999,2,-9999,N/A,-9999
2205,503.063764,503.0638295194336,503.06419166901907,1621314.1,-9999,368776.6,12.98,-1,-0.7198874248972522,0.9102521891117076,0,0.5461513134670246,23,0.5714285714285714,0.07142857142857142,N4 S2 O2,de-protonated,0,-9999,C28 H16 O2 N4 S2,28,16,2,4,-9999,2,-9999,N/A,-9999
2205,503.063764,503.0638295194336,503.0643246107491,1621314.1,-9999,368776.6,12.98,-1,-0.9841511141257668,0.8388337498818187,0,0.5033002499290912,10,1.2352941176470589,0.5882352941176471,N4 S1 P1 O10,de-protonated,0,-9999,C17 H21 O10 N4 P1 S1,17,21,10,4,1,1,-9999,N/A,-9999
2206,503.075908,503.0759735199623,503.0757414180691,2153289,-9999,409490.6,17.77,-1,0.46136570325938503,0.9621134911475148,0,0.5772680946885089,13,1.0416666666666667,0.25,S2 P1 O6,de-protonated,0,-9999,C24 H25 O6 P1 S2,24,25,6,-9999,1,2,-9999,N/A,-9999
2206,503.075908,503.0759735199623,503.0762094487191,2153289,-9999,409490.6,17.77,-1,-0.468972200189848,0.9608788898019252,0,0.5765273338811552,19,0.7083333333333334,0.2916666666666667,N4 P1 O7,de-protonated,0,-9999,C24 H17 O7 N4 P1,24,17,7,4,1,-9999,-9999,N/A,-9999
2206,503.075908,503.0759735199623,503.0759381225591,2153289,-9999,409490.6,17.77,-1,0.07036194844812027,0.9991020865220078,0,0.5994612519132047,5,1.7142857142857142,0.8571428571428571,N4 S2 O12,de-protonated,0,-9999,C14 H24 O12 N4 S2,14,24,12,4,-9999,2,-9999,N/A,-9999
2207,503.082563,503.08262852025206,503.08311424668904,1717580.9,-9999,356475.3,13.85,-1,-0.965499384142222,0.844386897154772,0,0.5066321382928631,14,0.8695652173913043,0.5652173913043478,O13,de-protonated,0,-9999,C23 H20 O13,23,20,13,-9999,-9999,-9999,-9999,N/A,-9999
2207,503.082563,503.08262852025206,503.08260118243913,1717580.9,-9999,356475.3,13.85,-1,0.05434060502068449,0.999464343443732,0,0.5996786060662392,32,0.3333333333333333,0.05555555555555555,N2 O2,de-protonated,0,-9999,C36 H12 O2 N2,36,12,2,2,-9999,-9999,-9999,N/A,-9999
2207,503.082563,503.08262852025206,503.0829520553591,1717580.9,-9999,356475.3,13.85,-1,-0.6431048909949343,0.9277024295003446,0,0.5566214577002068,9,1.3888888888888888,0.3888888888888889,N4 S2 P1 O7,de-protonated,0,-9999,C18 H25 O7 N4 P1 S2,18,25,7,4,1,2,-9999,N/A,-9999
2208,503.091115,503.0911805206244,503.0909975593591,5624145.5,-9999,355237.6,49.06,-1,0.3636742978568244,0.4881437233437525,0.7675537279851021,0.5999077252002923,17,0.8928571428571429,0.10714285714285714,S2 P1 O3,de-protonated,0,-9999,C28 H25 O3 P1 S2,28,25,3,-9999,1,2,-9999,N/A,-9999
2208,503.091115,503.0911805206244,503.0914655900091,5624145.5,-9999,355237.6,49.06,-1,-0.5666353022978949,0.4717029096946624,0.7675537279851021,0.5900432370108384,23,0.6071428571428571,0.14285714285714285,N4 P1 O4,de-protonated,0,-9999,C28 H17 O4 N4 P1,28,17,4,4,1,-9999,-9999,N/A,-9999
2208,503.091115,503.0911805206244,503.0911942638491,5624145.5,-9999,355237.6,49.06,-1,-0.02731756164612518,0.4999323016173168,0.8370420509349343,0.6347762013443639,9,1.3333333333333333,0.5,N4 S2 O9,de-protonated,0,-9999,C18 H24 O9 N4 S2,18,24,9,4,-9999,2,-9999,N/A,-9999
2209,503.100203,503.1002685210201,503.1005771783691,2293079,-9999,292723.2,19.03,-1,-0.6135102264337137,0.933983654333088,0,0.5603901925998528,22,0.6896551724137931,0.03448275862068965,N4 S2 O1,de-protonated,0,-9999,C29 H20 O1 N4 S2,29,20,1,4,-9999,2,-9999,N/A,-9999
2209,503.100203,503.1002685210201,503.1007101200991,2293079,-9999,292723.2,19.03,-1,-0.8777548314438665,0.8695340518019711,0,0.5217204310811826,9,1.3888888888888888,0.5,N4 S1 P1 O9,de-protonated,0,-9999,C18 H25 O9 N4 P1 S1,18,25,9,4,1,1,-9999,N/A,-9999
2210,503.112199,503.11226452154233,503.1121269274191,3372381.8,-9999,371702.4,28.76,-1,0.27348600011491825,0.49326014774200705,0.7871578612348809,0.6108192331391566,12,1.16,0.2,S2 P1 O5,de-protonated,0,-9999,C25 H29 O5 P1 S2,25,29,5,-9999,1,2,-9999,N/A,-9999
2210,503.112199,503.11226452154233,503.1125949580691,3372381.8,-9999,371702.4,28.76,-1,-0.656784445653613,0.46235700891280945,0.7871578612348809,0.592277349841638,18,0.84,0.24,N4 P1 O6,de-protonated,0,-9999,C25 H21 O6 N4 P1,25,21,6,4,1,-9999,-9999,N/A,-9999
2210,503.112199,503.11226452154233,503.11232363190913,3372381.8,-9999,371702.4,28.76,-1,-0.11748940351731985,0.9974984599719648,0,0.5984990759831789,4,1.8666666666666667,0.7333333333333333,N4 S2 O11,de-protonated,0,-9999,C15 H28 O11 N4 S2,15,28,11,4,-9999,2,-9999,N/A,-9999
2211,503.118926,503.1189915218352,503.1189866917891,2571617.8,-9999,357006.4,21.55,-1,0.00960020641403447,0.9694655968255516,0.796476406059899,0.9002699205192906,31,0.43243243243243246,0.02702702702702703,N2 O1,de-protonated,0,-9999,C37 H16 O1 N2,37,16,1,2,-9999,-9999,-9999,N/A,-9999
2211,503.118926,503.1189915218352,503.1188483073591,2571617.8,-9999,357006.4,21.55,-1,0.2846533708544483,0.9854052107153716,0,0.5912431264292228,4,1.75,0.875,N2 S1 O14,de-protonated,0,-9999,C16 H28 O14 N2 S1,16,28,14,2,-9999,1,-9999,N/A,-9999
2211,503.118926,503.1189915218352,503.1193375647091,2571617.8,-9999,357006.4,21.55,-1,-0.6877948194800287,0.9177443376003784,0,0.5506466025602271,8,1.5263157894736843,0.3157894736842105,N4 S2 P1 O6,de-protonated,0,-9999,C19 H29 O6 N4 P1 S2,19,29,6,4,1,2,-9999,N/A,-9999
2212,503.127452,503.1275175222064,503.1273830687091,6274406.5,-9999,336982.2,54.92,-1,0.26723549895673315,0.9934427071190812,0.973075811464052,0.9852959488570696,16,1,0.06896551724137931,S2 P1 O2,de-protonated,0,-9999,C29 H29 O2 P1 S2,29,29,2,-9999,1,2,-9999,N/A,-9999
2212,503.127452,503.1275175222064,503.12785109935913,6274406.5,-9999,336982.2,54.92,-1,-0.6630067327847796,0.8839705121148144,0.973075811464052,0.9196126318545094,22,0.7241379310344828,0.10344827586206896,N4 P1 O3,de-protonated,0,-9999,C29 H21 O3 N4 P1,29,21,3,4,1,-9999,-9999,N/A,-9999
2212,503.127452,503.1275175222064,503.1275797731991,6274406.5,-9999,336982.2,54.92,-1,-0.12372804672419474,0.9823749391054728,0.9586262997442522,0.9728754833609848,8,1.4736842105263157,0.42105263157894735,N4 S2 O8,de-protonated,0,-9999,C19 H28 O8 N4 S2,19,28,8,4,-9999,2,-9999,N/A,-9999
2213,503.148593,503.14865852312687,503.14851243676907,3627378.8,-9999,370642.7,31.06,-1,0.29034440963419655,0.49241014468594513,0.7805128205128199,0.6076512150166951,11,1.2692307692307692,0.15384615384615383,S2 P1 O4,de-protonated,0,-9999,C26 H33 O4 P1 S2,26,33,4,-9999,1,2,-9999,N/A,-9999
2213,503.148593,503.14865852312687,503.1489804674191,3627378.8,-9999,370642.7,31.06,-1,-0.6398587788840562,0.46420186528189367,0.7805128205128199,0.5907262473742642,17,0.9615384615384616,0.19230769230769232,N4 P1 O5,de-protonated,0,-9999,C26 H25 O5 N4 P1,26,25,5,4,1,-9999,-9999,N/A,-9999
2213,503.148593,503.14865852312687,503.1487091412591,3627378.8,-9999,370642.7,31.06,-1,-0.10060272696123672,0.9981652596149028,0,0.5988991557689416,3,2,0.625,N4 S2 O10,de-protonated,0,-9999,C16 H32 O10 N4 S2,16,32,10,4,-9999,2,-9999,N/A,-9999
2214,503.163872,503.1639375237921,503.1637685780591,7134587.5,-9999,333694.8,62.68,-1,0.3357668884978735,0.9764653194184936,0.9361753193453326,0.9603493193892292,15,1.1,0.03333333333333333,S2 P1 O1,de-protonated,0,-9999,C30 H33 O1 P1 S2,30,33,1,-9999,1,2,-9999,N/A,-9999
2214,503.163872,503.1639375237921,503.16423660870913,7134587.5,-9999,333694.8,62.68,-1,-0.5944081381377787,0.9430680881404824,0.9361753193453326,0.9403109806224224,21,0.8333333333333334,0.06666666666666667,N4 P1 O2,de-protonated,0,-9999,C30 H25 O2 N4 P1,30,25,2,4,1,-9999,-9999,N/A,-9999
2214,503.163872,503.1639375237921,503.1639652825491,7134587.5,-9999,333694.8,62.68,-1,-0.05516841217456406,0.9997230941562444,0.996686877092644,0.9985086073308044,7,1.6,0.35,N4 S2 O7,de-protonated,0,-9999,C20 H32 O7 N4 S2,20,32,7,4,-9999,2,-9999,N/A,-9999
2215,503.167348,503.16741352394337,503.1671186546791,1742205.4,-9999,364900.2,14.07,-1,0.5860264976549828,0.9395874451963526,0,0.5637524671178116,12,1.1666666666666667,0.4166666666666667,N2 O10,de-protonated,0,-9999,C24 H28 O10 N2,24,28,10,2,-9999,-9999,-9999,N/A,-9999
2215,503.167348,503.16741352394337,503.1676079120291,1742205.4,-9999,364900.2,14.07,-1,-0.3863286959083488,0.9732822163050346,0,0.5839693297830207,16,1.0740740740740742,0.07407407407407407,N4 S1 P1 O2,de-protonated,0,-9999,C27 H29 O2 N4 P1 S1,27,29,2,4,1,1,-9999,N/A,-9999
2216,503.177109,503.1771745243683,503.1770146334491,1974146.9,-9999,366449.8,16.16,-1,0.31776276456461566,0.981845367556453,0,0.5891072205338718,7,1.4545454545454546,0.5909090909090909,O13,de-protonated,0,-9999,C22 H32 O13,22,32,13,-9999,-9999,-9999,-9999,N/A,-9999
2216,503.177109,503.1771745243683,503.1775038907991,1974146.9,-9999,366449.8,16.16,-1,-0.6545730446463415,0.9252007209558518,0,0.5551204325735111,11,1.32,0.2,N2 S1 P1 O5,de-protonated,0,-9999,C25 H33 O5 N2 P1 S1,25,33,5,2,1,1,-9999,N/A,-9999
2216,503.177109,503.1771745243683,503.176852442119,1974146.9,-9999,366449.8,16.16,-1,0.6400975079047163,0.9283522576184252,0,0.5570113545710551,2,2.176470588235294,0.4117647058823529,N4 S2 P1 O7,de-protonated,0,-9999,C17 H37 O7 N4 P1 S2,17,37,7,4,1,2,-9999,N/A,-9999
2217,503.184963,503.1850285247103,503.18489794611907,3290503.5,-9999,365347.4,28.03,-1,0.25950419367492267,0.49392757819394506,0.7739790330151771,0.6059481601224379,10,1.3703703703703705,0.1111111111111111,S2 P1 O3,de-protonated,0,-9999,C27 H37 O3 P1 S2,27,37,3,-9999,1,2,-9999,N/A,-9999
2217,503.184963,503.1850285247103,503.1853659767691,3290503.5,-9999,365347.4,28.03,-1,-0.6706317028406825,0.46081751457438624,0.7739790330151771,0.5860821219507026,16,1.0740740740740742,0.14814814814814814,N4 P1 O4,de-protonated,0,-9999,C27 H29 O4 N4 P1,27,29,4,4,1,-9999,-9999,N/A,-9999
2217,503.184963,503.1850285247103,503.1850946506091,3290503.5,-9999,365347.4,28.03,-1,-0.13141466132541932,0.9968713196329126,0,0.5981227917797476,2,2.1176470588235294,0.5294117647058824,N4 S2 O9,de-protonated,0,-9999,C17 H36 O9 N4 S2,17,36,9,4,-9999,2,-9999,N/A,-9999
2218,503.198893,503.1989585253167,503.19928470753905,2228623.3,-9999,407432.9,18.45,-1,-0.6482167844989676,0.9265919291592888,0,0.5559551574955733,15,1.1,0.16666666666666666,P1 O5,de-protonated,0,-9999,C30 H33 O5 P1,30,33,5,-9999,1,-9999,-9999,N/A,-9999
2218,503.198893,503.1989585253167,503.1990133813791,2228623.3,-9999,407432.9,18.45,-1,-0.10901464601752936,0.997845952082018,0,0.5987075712492108,1,2,0.5,S2 O10,de-protonated,0,-9999,C20 H40 O10 S2,20,40,10,-9999,-9999,2,-9999,N/A,-9999
2218,503.198893,503.1989585253167,503.1986332588591,2228623.3,-9999,407432.9,18.45,-1,0.6463977367033416,0.9269879515281094,0,0.5561927709168656,6,1.681818181818182,0.3181818181818182,N2 S1 P1 O7,de-protonated,0,-9999,C22 H37 O7 N2 P1 S1,22,37,7,2,1,1,-9999,N/A,-9999
2219,503.200246,503.2003115253757,503.20062211805913,7677328,-9999,344343.5,67.57,-1,-0.6172342993662413,0.9209215724811244,0.9658313630750184,0.938885488718682,20,0.935483870967742,0.03225806451612903,N4 P1 O1,de-protonated,0,-9999,C31 H29 O1 N4 P1,31,29,1,4,1,-9999,-9999,N/A,-9999
2219,503.200246,503.2003115253757,503.2003507918991,7677328,-9999,344343.5,67.57,-1,-0.07803357727541688,0.9962335466711808,0.9681615931872064,0.9850047652775912,6,1.7142857142857142,0.2857142857142857,N4 S2 O6,de-protonated,0,-9999,C21 H36 O6 N4 S2,21,36,6,4,-9999,2,-9999,N/A,-9999
2220,503.2134,503.2134655259484,503.2134001427991,2171799.8,-9999,346553.5,17.94,-1,0.12993125629045088,0.996941446376769,0,0.5981648678260614,6,1.565217391304348,0.5217391304347826,O12,de-protonated,0,-9999,C23 H36 O12,23,36,12,-9999,-9999,-9999,-9999,N/A,-9999
2220,503.2134,503.2134655259484,503.213889400149,2171799.8,-9999,346553.5,17.94,-1,-0.8423340643422486,0.8792001693676827,0,0.5275201016206096,10,1.4230769230769231,0.15384615384615383,N2 S1 P1 O4,de-protonated,0,-9999,C26 H37 O4 N2 P1 S1,26,37,4,2,1,1,-9999,N/A,-9999
2220,503.2134,503.2134655259484,503.2132379514691,2171799.8,-9999,346553.5,17.94,-1,0.4522426321306202,0.9635696531455996,0,0.5781417918873598,1,2.2777777777777777,0.3333333333333333,N4 S2 P1 O6,de-protonated,0,-9999,C18 H41 O6 N4 P1 S2,18,41,6,4,1,2,-9999,N/A,-9999
2221,503.221434,503.22149952629815,503.2212834554691,1916316.3,-9999,388280.7,15.64,-1,0.4293753784468342,0.9671008829447776,0,0.5802605297668665,9,1.4642857142857142,0.07142857142857142,S2 P1 O2,de-protonated,0,-9999,C28 H41 O2 P1 S2,28,41,2,-9999,1,2,-9999,N/A,-9999
2221,503.221434,503.22149952629815,503.2217514861191,1916316.3,-9999,388280.7,15.64,-1,-0.5006934223596087,0.95553099300597,0,0.573318595803582,15,1.1785714285714286,0.10714285714285714,N4 P1 O3,de-protonated,0,-9999,C28 H33 O3 N4 P1,28,33,3,4,1,-9999,-9999,N/A,-9999
2221,503.221434,503.22149952629815,503.221480159959,1916316.3,-9999,388280.7,15.64,-1,0.03848472260855477,0.9997312971982516,0,0.599838778318951,1,2.2222222222222223,0.4444444444444444,N4 S2 O8,de-protonated,0,-9999,C18 H40 O8 N4 S2,18,40,8,4,-9999,2,-9999,N/A,-9999
2222,503.236611,503.23667652695895,503.2367363012491,6174117,-9999,352367.3,54.02,-1,-0.11877966340416247,0.9984531570958834,0.963246159889968,0.9843703582135171,5,1.818181818181818,0.2272727272727273,N4 S2 O5,de-protonated,0,-9999,C22 H40 O5 N4 S2,22,40,5,4,-9999,2,-9999,N/A,-9999
2223,503.272983,503.2730485285425,503.27312181059904,3159994,-9999,274097,26.85,-1,-0.14561090855672276,0.9961602184578044,0,0.5976961310746826,4,1.9130434782608696,0.17391304347826086,N4 S2 O4,de-protonated,0,-9999,C23 H44 O4 N4 S2,23,44,4,4,-9999,2,-9999,N/A,-9999
2224,504.086247,504.0863125639502,504.0862465315591,1935244.4,-9999,338621.7,15.8,-1,0.13099423272031618,0.996891275384276,0,0.5981347652305655,17,0.8888888888888888,0.1111111111111111,N1 S2 P1 O3,de-protonated,0,-9999,C27 H24 O3 N1 P1 S2,27,24,3,1,1,2,-9999,N/A,-9999
2225,504.122573,504.1226385655317,504.12263204090914,2464161.3,-9999,260739,20.57,-1,0.01294253054401741,0.9999696061563276,0,0.5999817636937965,16,1,0.07142857142857142,N1 S2 P1 O2,de-protonated,0,-9999,C28 H28 O2 N1 P1 S2,28,28,2,1,1,2,-9999,N/A,-9999
2225,504.122573,504.1226385655317,504.1223415268591,2464161.3,-9999,260739,20.57,-1,0.5892194178771577,0.9389479165413208,0.796476406059899,0.8819593123487519,31,0.4444444444444444,0.02777777777777777,13C1 N2 O1,de-protonated,1,2211,C36 H16 O1 N2 13C1,36,16,1,2,-9999,-9999,1,N/A,-9999
2226,504.130654,504.1307195658835,504.1307379037792,1686437.9,-9999,384236.8,13.56,-1,-0.03637527782928163,0.9997599430226072,0.973075811464052,0.9890862903991852,16,1.0357142857142858,0.07142857142857142,13C1 S2 P1 O2,de-protonated,1,2212,C28 H29 O2 P1 S2 13C1,28,29,2,-9999,1,2,1,N/A,-9999
2226,504.130654,504.1307195658835,504.1308742493991,1686437.9,-9999,384236.8,13.56,-1,-0.3068320618238753,0.9830624287621688,0,0.5898374572573013,16,0.9642857142857144,0.14285714285714285,N1 S2 O4,de-protonated,0,-9999,C28 H27 O4 N1 S2,28,27,4,1,-9999,2,-9999,N/A,-9999
2226,504.130654,504.1307195658835,504.13100719112913,1686437.9,-9999,384236.8,13.56,-1,-0.5705367087447112,0.9426466740249424,0,0.5655880044149655,3,1.8823529411764703,0.7058823529411765,N1 S1 P1 O12,de-protonated,0,-9999,C17 H32 O12 N1 P1 S1,17,32,12,1,1,1,-9999,N/A,-9999
