Sorting code,Citation,Study Codes,Data point code,Scientific Name,Common Name 2,Nativity,Authority,sp_code,variety,Subspecies,Species,Genus,plant form,Subfamily,Family,Order,Subclass,Class,Subdivision,Division,Superdivision,Subkingdom,Kingdom,Plant type,Clade,Latitude 2,Longitude 2,Lat_DD,Long_DD,"State, Territory, or Region",Country,Continent,"Elev (m, asl) 3",Source for elevation data,Stream order,Stream order 2,Land use,Duration (d),Duration (dd) 2,# sampling dates,mesh size category,T50 (d),k (d),n,estimated k?,equation used,min (ºC),max (ºC),range (ºC),mean (ºC),estimated mean?
2249,"Young and Collier 2009, FWB",,JRW68,Melicytus ramiflorus,whiteywood,New Zealand,J.R. & G. Forster,ramiflorus,,,ramiflorus,Melicytus,tree,,Violaceae,Violales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen broadleaf,Eudicot,-41.27,172.34,-40.5833,172.75,South Island,New Zealand,Australia,288,Reported value,,,forest - unspecified,30,339,1,coarse,13.33,0.052,,,,,,,11.3,Y
2250,"Young and Collier 2009, FWB",,JRW69,Melicytus ramiflorus,whiteywood,New Zealand,J.R. & G. Forster,ramiflorus,,,ramiflorus,Melicytus,tree,,Violaceae,Violales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen broadleaf,Eudicot,-41.25,172.39,-40.5833,172.65,South Island,New Zealand,Australia,227,Reported value,,,forest - unspecified,30,478,1,coarse,13.59,0.051,,,,,,,15.9,Y
2251,"Young and Collier 2009, FWB",,JRW70,Melicytus ramiflorus,whiteywood,New Zealand,J.R. & G. Forster,ramiflorus,,,ramiflorus,Melicytus,tree,,Violaceae,Violales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen broadleaf,Eudicot,-41.2,172.46,-40.9667,172.7667,South Island,New Zealand,Australia,167,Reported value,,,forest - unspecified,30,545,1,coarse,11.55,0.06,,,,,,,18.2,Y
2252,"Young and Collier 2009, FWB",,JRW71,Melicytus ramiflorus,whiteywood,New Zealand,J.R. & G. Forster,ramiflorus,,,ramiflorus,Melicytus,tree,,Violaceae,Violales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen broadleaf,Eudicot,-41.15,172.49,-40.8,172.8667,South Island,New Zealand,Australia,94,Reported value,,,forest - unspecified,30,585,1,coarse,17.77,0.039,,,,,,,19.5,Y
2253,"Young and Collier 2009, FWB",,JRW72,Melicytus ramiflorus,whiteywood,New Zealand,J.R. & G. Forster,ramiflorus,,,ramiflorus,Melicytus,tree,,Violaceae,Violales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen broadleaf,Eudicot,-41.05,172.58,-40.9167,172.9667,South Island,New Zealand,Australia,2,Reported value,,,forest - unspecified,30,588,1,coarse,13.59,0.051,,,,,,,19.6,Y
2254,Suter et al. 2011 Marine Freshwater Research,,JRW73,Eucalyptus pauciflora,snow gum,Australia,Sieber ex Spreng.,pauciflora,,,pauciflora,Eucalyptus,tree,Leptospermoideae,Myrtaceae,Myrtales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen,Eudicot,-35.45,147.19,-34.25,147.3167,Victoria,Australia,Australia,1680,Reported value,,,National park,140,1701,5,fine,173.29,0.004,,,,4.8,19.5,,12.2,Y
2255,Suter et al. 2011 Marine Freshwater Research,,JRW74,Eucalyptus pauciflora,snow gum,Australia,Sieber ex Spreng.,pauciflora,,,pauciflora,Eucalyptus,tree,Leptospermoideae,Myrtaceae,Myrtales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen,Eudicot,-36.45,147.19,-35.25,147.3167,Victoria,Australia,Australia,1230,Reported value,,,National park,140,1568,5,fine,138.63,0.005,,,,6.9,15.5,,11.2,Y
2256,Suter et al. 2011 Marine Freshwater Research,,JRW75,Eucalyptus delegatensis,alpine-ash,Australia,R. T. Baker,delegatensis,,,delegatensis,Eucalyptus,tree,Leptospermoideae,Myrtaceae,Myrtales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,evergreen,Eudicot,-36.45,147.19,-35.25,147.3167,Victoria,Australia,Australia,1230,Reported value,,,National park,140,1568,5,fine,115.52,0.006,,,,6.9,15.5,,11.2,Y
2257,Langhans and Tockner 2006 Oecologia,,JJFS482,Populus nigra,Lombardy poplar,Europe,L.,p_nigra,,,nigra,Populus,tree,,Salicaceae,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,46,12.3,46,12.05,,Italy,Europe,135,Reported value,7,7,forest - unspecified,30,495,1,fine,37.47,0.0185,4,no,exponential,,,,16.5,N
2258,Langhans and Tockner 2006 Oecologia,,JJFS483,Populus nigra,Lombardy poplar,Europe,L.,p_nigra,,,nigra,Populus,tree,,Salicaceae,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,46,12.3,46,12.05,,Italy,Europe,135,Reported value,7,7,forest - unspecified,30,495,1,coarse,31.22,0.0222,4,no,exponential,,,,16.5,N
2259,Langhans and Tockner 2006 Oecologia,,JJFS484,Populus nigra,Lombardy poplar,Europe,L.,p_nigra,,,nigra,Populus,tree,,Salicaceae,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,46,12.3,46,12.05,,Italy,Europe,135,Reported value,7,7,forest - unspecified,30,270,1,fine,29.12,0.0238,4,no,exponential,,,,9,N
2260,Langhans and Tockner 2006 Oecologia,,JJFS485,Populus nigra,Lombardy poplar,Europe,L.,p_nigra,,,nigra,Populus,tree,,Salicaceae,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,46,12.3,46,12.05,,Italy,Europe,135,Reported value,7,7,forest - unspecified,30,270,1,coarse,23.42,0.0296,4,no,exponential,,,,9,N
2261,Feio et al 2010 FWB,,JJFS486,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,152,Reported value,,,,35,553,1,coarse,8.97,0.0772,,no,exponential,,,,15.8,N
2262,Feio et al 2010 FWB,,JJFS487,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,52,Reported value,,,,35,357,1,coarse,5.43,0.1277,,no,exponential,,,,10.2,N
2263,Feio et al 2010 FWB,,JJFS488,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,260,Reported value,,,,35,280,1,coarse,33.6,0.0206,,no,exponential,,,,8,N
2264,Feio et al 2010 FWB,,JJFS489,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,80,Reported value,,,,35,336,1,coarse,50.42,0.0137,,no,exponential,,,,9.6,N
2265,Feio et al 2010 FWB,,JJFS490,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,20,Reported value,,,,35,532,1,coarse,4.56,0.1521,,no,exponential,,,,15.2,N
2266,Feio et al 2010 FWB,,JJFS491,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,700,Reported value,,,,35,343,1,coarse,2.85,0.2436,,no,exponential,,,,9.8,N
2267,Feio et al 2010 FWB,,JJFS492,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,650,Reported value,,,,35,357,1,coarse,4.02,0.1726,,no,exponential,,,,10.2,N
2268,Feio et al 2010 FWB,,JJFS493,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,603,Reported value,,,,35,347,1,coarse,3.42,0.2025,,no,exponential,,,,9.9,N
2269,Feio et al 2010 FWB,,JJFS494,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,601,Reported value,,,,35,298,1,coarse,33.68,0.0206,,no,exponential,,,,8.5,N
2270,Feio et al 2010 FWB,,JJFS495,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,188,Reported value,,,,35,343,1,coarse,38.09,0.0182,,no,exponential,,,,9.8,N
2271,Feio et al 2010 FWB,,JJFS496,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,880,Reported value,,,,35,266,1,coarse,29.23,0.0237,,no,exponential,,,,7.6,N
2272,Feio et al 2010 FWB,,JJFS497,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,240,Reported value,,,,35,378,1,coarse,15.87,0.0437,,no,exponential,,,,10.8,N
2273,Feio et al 2010 FWB,,JJFS498,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,597,Reported value,,,,35,340,1,coarse,49.54,0.014,,no,exponential,,,,9.7,N
2274,Feio et al 2010 FWB,,JJFS499,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,304,Reported value,,,,35,392,1,coarse,8.02,0.0864,,no,exponential,,,,11.2,N
2275,Feio et al 2010 FWB,,JJFS500,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,545,Reported value,,,,35,333,1,coarse,3.59,0.1931,,no,exponential,,,,9.5,N
2276,Feio et al 2010 FWB,,JJFS501,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,189,Reported value,,,,35,319,1,coarse,31.8,0.0218,,no,exponential,,,,9.1,N
2277,Feio et al 2010 FWB,,JJFS502,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,52,Reported value,,,,35,564,1,coarse,27.04,0.0256,,no,exponential,,,,16.1,N
2278,Feio et al 2010 FWB,,JJFS503,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,337,Reported value,,,,35,298,1,coarse,39.13,0.0177,,no,exponential,,,,8.5,N
2279,Feio et al 2010 FWB,,JJFS504,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,73,Reported value,,,,35,410,1,coarse,4.03,0.172,,no,exponential,,,,11.7,N
2280,Feio et al 2010 FWB,,JJFS505,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,1040,Reported value,,,,35,224,1,coarse,43.17,0.0161,,no,exponential,,,,6.4,N
2281,Feio et al 2010 FWB,,JJFS506,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,318,Reported value,,,,35,238,1,coarse,7.7,0.09,,no,exponential,,,,6.8,N
2282,Feio et al 2010 FWB,,JJFS507,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,310,Reported value,,,,35,305,1,coarse,13.06,0.0531,,no,exponential,,,,8.7,N
2283,Feio et al 2010 FWB,,JJFS508,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,610,Reported value,,,,35,368,1,coarse,3.44,0.2015,,no,exponential,,,,10.5,N
2284,Feio et al 2010 FWB,,JJFS509,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,720,Reported value,,,,35,308,1,coarse,3.65,0.1901,,no,exponential,,,,8.8,N
2285,Feio et al 2010 FWB,,JJFS510,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,437,Reported value,,,,35,308,1,coarse,40.54,0.0171,,no,exponential,,,,8.8,N
2286,Feio et al 2010 FWB,,JJFS511,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,42,Reported value,,,,35,483,1,coarse,69.76,0.0099,,no,exponential,,,,13.8,N
2287,Feio et al 2010 FWB,,JJFS512,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,41,Reported value,,,,35,473,1,coarse,6.55,0.1058,,no,exponential,,,,13.5,N
2288,Feio et al 2010 FWB,,JJFS513,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,50,Reported value,,,,35,448,1,coarse,30.14,0.023,,no,exponential,,,,12.8,N
2289,Feio et al 2010 FWB,,JJFS514,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,297,Reported value,,,,35,326,1,coarse,25.62,0.0271,,no,exponential,,,,9.3,N
2290,Feio et al 2010 FWB,,JJFS515,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,345,Reported value,,,,35,284,1,coarse,12.88,0.0538,,no,exponential,,,,8.1,N
2291,Feio et al 2010 FWB,,JJFS516,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,66,Reported value,,,,35,389,1,coarse,41.42,0.0167,,no,exponential,,,,11.1,N
2292,Feio et al 2010 FWB,,JJFS517,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,112,Reported value,,,,35,403,1,coarse,39.06,0.0177,,no,exponential,,,,11.5,N
2293,Feio et al 2010 FWB,,JJFS518,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,227,Reported value,,,,35,385,1,coarse,5.62,0.1232,,no,exponential,,,,11,N
2294,Feio et al 2010 FWB,,JJFS519,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,200,Reported value,,,,35,382,1,coarse,18.51,0.0375,,no,exponential,,,,10.9,N
2295,Feio et al 2010 FWB,,JJFS520,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,100,Reported value,,,,35,368,1,coarse,24.66,0.0281,,no,exponential,,,,10.5,N
2296,Feio et al 2010 FWB,,JJFS521,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,98,Reported value,,,,35,364,1,coarse,39.49,0.0176,,no,exponential,,,,10.4,N
2297,Feio et al 2010 FWB,,JJFS522,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,562,Reported value,,,,35,354,1,coarse,18.73,0.037,,no,exponential,,,,10.1,N
2298,Feio et al 2010 FWB,,JJFS523,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,200,Reported value,,,,35,420,1,coarse,23.02,0.0301,,no,exponential,,,,12,N
2299,Feio et al 2010 FWB,,JJFS524,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,806,Reported value,,,,35,308,1,coarse,67.84,0.0102,,no,exponential,,,,8.8,N
2300,Feio et al 2010 FWB,,JJFS525,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,152,Reported value,,,,35,553,1,fine,30.73,0.0226,,no,exponential,,,,15.8,N
2301,Feio et al 2010 FWB,,JJFS526,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,52,Reported value,,,,35,357,1,fine,47.82,0.0145,,no,exponential,,,,10.2,N
2302,Feio et al 2010 FWB,,JJFS527,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,260,Reported value,,,,35,280,1,fine,24.38,0.0284,,no,exponential,,,,8,N
2303,Feio et al 2010 FWB,,JJFS528,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,80,Reported value,,,,35,336,1,fine,42.02,0.0165,,no,exponential,,,,9.6,N
2304,Feio et al 2010 FWB,,JJFS529,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,20,Reported value,,,,35,532,1,fine,68.39,0.0101,,no,exponential,,,,15.2,N
2305,Feio et al 2010 FWB,,JJFS530,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,700,Reported value,,,,35,343,1,fine,47.34,0.0146,,no,exponential,,,,9.8,N
2306,Feio et al 2010 FWB,,JJFS531,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,650,Reported value,,,,35,357,1,fine,46.53,0.0149,,no,exponential,,,,10.2,N
2307,Feio et al 2010 FWB,,JJFS532,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,603,Reported value,,,,35,347,1,fine,33.06,0.021,,no,exponential,,,,9.9,N
